"","PROBEID","SYMBOL","GENENAME","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1415673_at","Psph","phosphoserine phosphatase","100678",0.333908471421024,7.16991325586378,0.939724619381664,0.364618177100716,0.861168049670919,-5.86441824366534
"2","1415676_a_at","Psmb5","proteasome (prosome, macropain) subunit, beta type 5","19173",0.227931946775994,10.7830482931236,0.885822706339984,0.391922609699992,0.871043099345624,-5.91249710197775
"3","1415683_at","Nmt1","N-myristoyltransferase 1","18107",0.1920524212097,10.7017285617428,0.614678212296553,0.54945331831555,0.90531267057912,-6.11515446906961
"4","1415694_at","Wars","tryptophanyl-tRNA synthetase","22375",-0.378295598179927,10.461282045465,-1.08477126893732,0.297875002050062,0.845501383416273,-5.72302477830726
"5","1415695_at","Psma1","proteasome (prosome, macropain) subunit, alpha type 1","26440",0.117083172045103,9.5860112543094,0.30571731155265,0.764696118266337,0.958129664723191,-6.26064668578554
"6","1415698_at","Golm1","golgi membrane protein 1","105348",0.0637351048536541,10.2940297562154,0.259154889456348,0.799604119901713,0.961685834944321,-6.27426943037837
"7","1415727_at","Naxe","NAD(P)HX epimerase","246703",0.307037165400132,10.5057066124757,0.904202802868956,0.382459294421767,0.86488917756115,-5.89638194819298
"8","1415753_at","Abhd17a","abhydrolase domain containing 17A","216169",0.230200072563512,9.88267861242303,0.704170703527342,0.493839515529019,0.893090616056935,-6.05571027995783
"9","1415756_a_at","Snapin","SNAP-associated protein","20615",0.366336938159332,10.0516245986989,1.36906879889491,0.194337833315403,0.834683316419003,-5.39900199068598
"10","1415761_at","Mrpl52","mitochondrial ribosomal protein L52","68836",0.0794455825736904,9.30562562657422,0.241597824141248,0.812888721288274,0.964030583870249,-6.27882938399095
"11","1415773_at","Ncl","nucleolin","17975",-0.306871624323287,8.75067162862632,-0.436077598147492,0.669987348562112,0.944930772365273,-6.21080525849326
"12","1415784_at","Vps35","VPS35 retromer complex component","65114",-0.0803496473048728,8.4896833799189,-0.158815520647042,0.876272947462535,0.975262177419704,-6.29605034113831
"13","1415785_a_at","Cct8","chaperonin containing Tcp1, subunit 8 (theta)","12469",0.165464210259929,10.0354463281116,0.574868865233166,0.575266761642815,0.915914922458756,-6.13915841252718
"14","1415794_a_at","Spin1","spindlin 1","20729",0.450757960870996,9.52348200067815,1.58481994795292,0.137199378102735,0.786822825100912,-5.11656714182358
"15","1415801_at","Gja1","gap junction protein, alpha 1","14609",-0.684233324769588,9.18009693696899,-0.952864012402381,0.358168456760724,0.859909415414554,-5.85232409519086
"16","1415802_at","Slc16a1","solute carrier family 16 (monocarboxylic acid transporters), member 1","20501",-0.278977264289319,8.97311436837746,-0.840079262516097,0.416158677442795,0.879583286434735,-5.95133093692384
"17","1415806_at","Plat","plasminogen activator, tissue","18791",-0.233409728456145,9.12672215199478,-0.641060611199678,0.532704487615297,0.904068105588453,-6.09841394306183
"18","1415809_at","Tpbpa","trophoblast specific protein alpha","21984",-0.158095927328721,6.645603354734,-0.325094108900912,0.750320618488264,0.958129664723191,-6.25432554576254
"19","1415810_at","Uhrf1","ubiquitin-like, containing PHD and RING finger domains, 1","18140",0.496287985014834,7.4936922518514,1.24509225755017,0.235235621908173,0.840346071493464,-5.54751701122045
"20","1415816_at","Cct7","chaperonin containing Tcp1, subunit 7 (eta)","12468",0.305793624773049,10.3974187468343,1.19115037501139,0.255044832936371,0.840645741322057,-5.60872362493777
"21","1415821_at","Nptn","neuroplastin","20320",0.412754926734925,10.3377568443523,1.27744667700662,0.223950941310286,0.836644499037875,-5.5097943667873
"22","1415824_at","Scd2","stearoyl-Coenzyme A desaturase 2","20250",-0.371162626072808,9.48909906562169,-0.382139393043472,0.708577579956269,0.952222278888285,-6.23350504857697
"23","1415828_a_at","Serp1","stress-associated endoplasmic reticulum protein 1","28146",-0.557586414049034,11.4943032681189,-1.17594322931047,0.260858280526119,0.840645741322057,-5.62559059359378
"24","1415830_at","Orc5","origin recognition complex, subunit 5","26429",0.148947503180116,7.80359790611308,0.457908606148279,0.654633747966081,0.943625558087974,-6.20079211807125
"25","1415841_at","Dync1i2","dynein cytoplasmic 1 intermediate chain 2","13427",0.214604135556737,9.58792996241996,0.692619862861557,0.50082389289258,0.893430578604417,-6.06380419792422
"26","1415849_s_at","Stmn1","stathmin 1","16765",0.52722343542283,11.6509644674495,1.35549487321112,0.19851179540399,0.834683316419003,-5.41577773640862
"27","1415854_at","Kitl","kit ligand","17311",-0.133637985875312,7.94219161745188,-0.234174070846625,0.818524384329275,0.965415321098203,-6.28066220752626
"28","1415859_at","Eif3c","eukaryotic translation initiation factor 3, subunit C","56347",-0.218623353346159,9.50538808670749,-0.32714674733893,0.748803344011297,0.958129664723191,-6.25363355473039
"29","1415860_at","Kpna2","karyopherin (importin) alpha 2","16647",0.279288895038247,9.74972551567802,0.876034777718167,0.397026505885406,0.871901346258147,-5.92095985104593
"30","1415863_at","Eif4g2","eukaryotic translation initiation factor 4, gamma 2","13690",0.358731219037626,11.0241522376211,1.13048386426661,0.278847924578107,0.845501383416273,-5.67497147336028
"31","1415864_at","Bpgm","2,3-bisphosphoglycerate mutase","12183",0.636165178610778,7.52149590012124,0.770308051452631,0.454989949272464,0.882969546951347,-6.00700230087653
"32","1415877_at","Dpysl3","dihydropyrimidinase-like 3","22240",-0.0405634444924496,8.09477038782353,-0.0620485681275207,0.95147497575694,0.98915331065644,-6.30717812080866
"33","1415888_at","Hdgf","heparin binding growth factor","15191",0.284928226361362,10.9068729821864,0.769794991456913,0.455283750117828,0.882969546951347,-6.0073955058203
"34","1415893_at","Sgpl1","sphingosine phosphate lyase 1","20397",-0.580686067321937,8.5501222845197,-1.22203574160664,0.243548933485457,0.840346071493464,-5.57393930930779
